,SMILES,CID,Unnamed: 2,f_inhibition_at_50_uM,f_avg_IC50,f_avg_pIC50,relative_solubility_at_20_uM,relative_solubility_at_100_uM,trypsin_IC50,LogP,MW,HBD,HBA,PSA,ROTB,AROM,FSP3,FC,QED
239,CS(=O)(=O)Cc1ccc(N(C(=O)c2c[nH]cn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,BRU-THA-92256091-20,,,41.1150967,4.385998684,,,,3.2354,535.601,2,6,125.12,10,4,0.185185185,0,0.321266161
240,COCc1ccc(N(C(=O)c2c[nH]cn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,BRU-THA-92256091-23,,,62.87106733,4.201549167,,,,3.8372,487.535,2,5,100.21,10,4,0.185185185,0,0.354127963
241,COc1ccccc1CN(C(=O)c1c[nH]cn1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,BRU-THA-92256091-28,,,99,,,,,3.695,487.535,2,5,100.21,10,4,0.185185185,0,0.355406812
242,CCOc1ccc(N(C(=O)c2c[nH]cn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cn1,BRU-THA-92256091-31,,,99,,,,,3.4845,488.523,2,6,113.1,10,4,0.192307692,0,0.353410564
243,COc1cc(N(C(=O)c2c[nH]cn2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)ccc1S(=O)(=O)N(C)C,BRU-THA-92256091-44,,,99,,,,,2.9497,580.642,2,7,137.59,11,4,0.214285714,0,0.278282639
244,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1c[nH]cn1)C1CCC2OCCC2C1,BRU-THA-92256091-47,,,99,,,,,3.4438,491.567,2,5,100.21,8,3,0.407407407,0,0.50289358
245,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1c[nH]cn1)C1CCC2(CCO2)CC1,BRU-THA-92256091-49,,,99,,,,,3.5879,491.567,2,5,100.21,8,3,0.407407407,0,0.501734616
246,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1c[nH]cn1)c1ccc2ncsc2c1,BRU-THA-92256091-51,,,99,,,,,4.3005,500.559,2,6,103.87,8,5,0.115384615,0,0.330661899
247,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1c[nH]cn1)c1ccc2c(c1)COCC2,BRU-THA-92256091-54,,,99,,,,,3.7635,499.546,2,5,100.21,8,4,0.214285714,0,0.38458384
248,Cn1ncc2cc(N(C(=O)c3c[nH]cn3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)ccc21,BRU-THA-92256091-60,,,99,,,,,3.5775,497.534,2,6,108.8,8,5,0.148148148,0,0.340714442
249,Cn1cnc2cc(N(C(=O)c3c[nH]cn3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)ccc21,BRU-THA-92256091-61,,,99,,,,,3.5775,497.534,2,6,108.8,8,5,0.148148148,0,0.340714442
250,Cn1ccc2cc(N(C(=O)c3c[nH]cn3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)ccc21,BRU-THA-92256091-65,,,99,,,,,4.1825,496.546,2,5,95.91,8,5,0.142857143,0,0.336899289
251,Cc1nc2ccc(N(C(=O)c3c[nH]cn3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)cc2o1,BRU-THA-92256091-67,,,99,,,,,4.14042,498.518,2,6,117.01,8,5,0.148148148,0,0.332134568
252,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1c[nH]cn1)c1cnc(C2CCC2)nc1,BRU-THA-92256091-75,,,99,,,,,3.7483,499.55,2,6,116.76,9,4,0.259259259,0,0.362340522
253,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1c[nH]cn1)c1ccc2c(c1)CCCS2(=O)=O,BRU-THA-92256091-76,,,99,,,,,3.4107,547.612,2,6,125.12,8,4,0.214285714,0,0.348381752
254,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1c[nH]cn1)c1ccc2c(c1)CCC(=O)N2CC(F)F,BRU-THA-92256091-77,,,47.76497836,4.320890415,,,,4.2351,576.579,2,5,111.29,10,4,0.233333333,0,0.293600517
255,CN1C(=O)CCc2cc(N(C(=O)c3c[nH]cn3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)ccc21,BRU-THA-92256091-78,,,99,,,,,3.5998,526.572,2,5,111.29,8,4,0.206896552,0,0.364544538
256,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1c[nH]cn1)c1cccc(C2COC2)c1,BRU-THA-92256091-79,,,99,,,,,3.8046,499.546,2,5,100.21,9,4,0.214285714,0,0.364931112
257,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1c[nH]cn1)c1ccc(C2COC2)cc1,BRU-THA-92256091-80,,,22.69712381,4.644029173,,,,3.8046,499.546,2,5,100.21,9,4,0.214285714,0,0.364931112
258,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1c[nH]cn1)c1ccc(Cn2cccn2)cc1,BRU-THA-92256091-86,,,35.47768398,4.450044739,,,,3.9356,523.572,2,6,108.8,10,5,0.137931034,0,0.288350887
259,O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1c[nH]cn1)c1cccc(Oc2cccnn2)c1,BRU-THA-92256091-92,,,99,,,,,4.2731,537.555,2,7,125.99,10,5,0.103448276,0,0.272442963
260,O=C1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2N1,MIC-UNK-45817b9b-1,,,0.445777049,6.350882295,,,,3.9527,351.793,2,3,71.09,2,3,0.105263158,0,0.733902745
261,O=C(Nc1cncc2ccccc12)C1CCN(Cc2ccccc2)c2ccc(Cl)cc21,RAL-THA-8416115c-1,,,1.0643362,5.972921167,,,,6.0208,427.935,1,3,45.23,4,4,0.153846154,0,0.432730226
262,O=C(Nc1cncc2ccccc12)C1CCN(Cc2ncc[nH]2)c2ccc(Cl)cc21,RAL-THA-8416115c-5,,,0.780118365,6.107839498,,,,4.7439,417.9,2,4,73.91,4,4,0.173913043,0,0.502444066
263,O=C(Nc1cncc2ccccc12)C1CCN(Cc2ccn[nH]2)c2ccc(Cl)cc21,RAL-THA-8416115c-6,,,0.803119954,6.095219584,,,,4.7439,417.9,2,4,73.91,4,4,0.173913043,0,0.502444066
264,O=C(Nc1cncc2ccccc12)C1CCN(Cc2ncn[nH]2)c2ccc(Cl)cc21,RAL-THA-8416115c-13,,,1.403751579,5.852709742,,,,4.1389,418.888,2,5,86.8,4,4,0.181818182,0,0.519792674
265,NC(=O)N1CCC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc21,RAL-THA-4aa06b95-1,,,0.998370717,6.000708166,,,,3.8993,380.835,2,3,88.32,2,3,0.15,0,0.706213408
266,COc1ccccc1OCCNC(=O)C1CC(=O)Nc2ccccc21,MAT-POS-35d3f55a-1,,,99.5,,,,,2.3162,340.379,2,4,76.66,6,2,0.263157895,0,0.791406479
267,O=C(c1cncc2ccccc12)N1CCN(c2cccc(Cl)c2)CC1,MAT-POS-54c4bf04-3,,,1.60457756,5.794639286,,,,3.8506,351.837,0,3,36.44,2,3,0.2,0,0.703277504
268,CC1CN(C(=O)c2cc(=O)[nH]c3ccccc23)CCN1c1cccc(Cl)c1,MAT-POS-54c4bf04-4,,,14.74438051,4.83137347,,,,3.5324,381.863,1,3,56.41,2,3,0.238095238,0,0.738363058
269,COc1ccc(Cl)cc1OCCNC(=O)c1cc(=O)[nH]c2cccc(OC)c12,MAT-POS-3b536971-1,,,0.873922372,6.058527143,,,,3.0075,402.834,2,5,89.65,7,3,0.2,0,0.592820516
270,COc1cccc2[nH]c(=O)cc(C(=O)N3CCN(c4cccc(Cl)c4)CC3)c12,MAT-POS-3b536971-2,,,4.684287757,5.329356434,,,,3.1525,397.862,1,4,65.64,3,3,0.238095238,0,0.736913979
271,CC(=O)N1CCC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc21,ALP-POS-966f8da6-2,,,0.936346994,6.02856318,,,,4.3671,379.847,1,3,62.3,2,3,0.19047619,0,0.718828238
272,O=C(Cc1cncc2ccccc12)N1CCOc2ccc(Cl)cc21,JOH-UNI-ea1df7a8-1,,,6.047252345,5.218441908,,,,3.8563,338.794,0,3,42.43,2,3,0.157894737,0,0.712309345
273,O=C(Nc1c[n+]([O-])cc2ccccc12)[C@@H]1CCOc2ccc(Cl)cc21,EDJ-MED-eff36d94-1,,,99.5,,,,,3.6314,354.793,1,3,65.27,2,3,0.157894737,0,0.564216246
274,N#Cc1ccc2cncc(NC(=O)C3CCOc4ccc(Cl)cc43)c2c1,BEN-DND-c852c98b-1,,,2.750050847,5.560659276,,,,4.26468,363.804,1,4,75.01,2,3,0.15,0,0.737533917
275,CS(=O)(=O)c1ccc2cncc(NC(=O)C3CCOc4ccc(Cl)cc43)c2c1,BEN-DND-c852c98b-5,,,0.963929596,6.015954685,,,,3.7965,416.886,1,5,85.36,3,3,0.2,0,0.701495322
276,O=C(Nc1cncc2c1CNCC2)C1CCOc2ccc(Cl)cc21,BEN-DND-c852c98b-10,,,6.162505563,5.210242676,,,,2.8855,343.814,2,4,63.25,2,2,0.333333333,0,0.879763108
277,O=C(Nc1cncc2ccccc12)N1CCOc2ccc(Cl)cc21,BEN-DND-f2e727cd-1,,,11.38817559,4.943545845,,,,4.3191,339.782,1,3,54.46,1,3,0.111111111,0,0.718022395
278,O=C(Nc1cncc2cnccc12)[C@@H]1CCOc2ccc(Cl)cc21,BEN-DND-4f474d93-1,,,3.098762719,5.508811678,,,,3.788,339.782,1,4,64.11,2,3,0.166666667,0,0.771185947
279,O=C(Nc1cncc2ccncc12)[C@@H]1CCOc2ccc(Cl)cc21,BEN-DND-4f474d93-2,,,7.462999821,,,,,3.788,339.782,1,4,64.11,2,3,0.166666667,0,0.771185947
280,COc1cccc2[nH]c(=O)cc(C(=O)NCCOc3ccccc3OCC3CC3)c12,EDJ-MED-bbe8e3da-2,,,1.922030253,5.716239781,,,,3.1343,408.454,2,5,89.65,9,3,0.304347826,0,0.531168969
281,COc1cc(Cl)cc2c1OCC[C@@H]2C(=O)Nc1cncc2ccccc12,MAT-POS-43fe65f4-1,,,,,,,,4.4016,368.82,1,4,60.45,3,3,0.2,0,0.743858321
282,Cc1ccc(N(Cc2cscn2)C(=O)Cc2cncc3ccccc23)cc1,ALP-POS-c3a96089-1,,,8.088665153,5.092123143,,,,4.77562,373.481,0,4,46.09,5,4,0.136363636,0,0.505882213
283,Cc1ccc(N(Cc2cscn2)C(=O)Cc2cncc3ccccc23)nc1,ALP-POS-c3a96089-2,,,99.5,,,,,4.17062,374.469,0,5,58.98,5,4,0.142857143,0,0.525985681
284,CCC(=O)Nc1ccc(N(Cc2ccccc2)C(=O)n2nnc3ccccc32)cc1,ALP-POS-a1bdc92a-1,,,99.5,,,,,4.4547,399.454,1,5,80.12,5,4,0.130434783,0,0.537456635
285,O=C(Cc1cncc2ccccc12)Nc1cccc(Cl)c1,PET-UNK-8922bd3c-1,,,6.470757964,5.189044844,,,,4.0694,296.757,1,2,41.99,3,3,0.058823529,0,0.791409099
286,O=C(Nc1cncc2ccccc12)C1CCOc2c(O)ccc(Cl)c21,ALP-UNI-4b8a177c-1,,,99.5,,,,,4.0986,354.793,2,4,71.45,2,3,0.157894737,0,0.726462481
287,O=C(Nc1c[nH]c(=O)c2ccccc12)C1CCOc2ccc(Cl)cc21,JOH-UNI-f51e3bbc-1,,,99.5,,,,,3.6863,354.793,2,3,71.19,2,3,0.157894737,0,0.736960195
288,O=C1CC(C(=O)Nc2cncc3ccccc23)c2cc(Br)ccc2N1,MAT-POS-8d5af1ef-1,,,1.122877724,5.949667534,,,,4.0618,396.244,2,3,71.09,2,3,0.105263158,0,0.686449973
289,O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2cccc(Cl)c2)C(=O)C1,ERI-UCB-d6de1f3c-1,,,15.82123142,4.800759717,,,,2.6705,381.819,1,3,73.48,2,3,0.15,0,0.741285516
290,O=C(c1cncc2ccccc12)N1CCN(c2cccc(Cl)c2)C(=O)C1,ERI-UCB-d6de1f3c-2,,,9.189993911,5.036684776,,,,3.3772,365.82,0,3,53.51,2,3,0.15,0,0.699227412
291,CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,PET-UNK-29afea89-2,,,0.080628906,7.093509232,,,,4.1511,368.82,1,4,60.45,3,3,0.2,0,0.753988236
292,Cc1cc(C(F)(F)F)nc2c1c(N)nn2C(=O)C1CCOc2ccc(Cl)cc21,ALP-POS-6495d03e-6,,,99.5,,,,,4.20062,410.783,1,6,83.03,1,3,0.277777778,0,0.649691412
293,Nc1nn(C(=O)Cc2cccc(Cl)c2)c2cccnc12,ALP-POS-6495d03e-7,,,99.5,,,,,2.5498,286.722,1,5,73.8,2,3,0.071428571,0,0.78549757
294,COc1ccc2c(N)nn(C(=O)C3CCOc4ccc(Cl)cc43)c2c1,ALP-POS-79636100-2,,,,,,,,3.487,357.797,1,6,79.37,2,3,0.222222222,0,0.759053951
